,price,date,bathrooms,bedrooms,sqft_living,sqft_lot,floors,condition,grade,yr_built,yr_renovated,location
161,438000.0,2015-03-09,1.75,3,1780.0,9660,1.0,Good,Excellent,1962,0,KC
162,900000.0,2015-03-04,2.5,3,3400.0,16603,2.0,Good,Exceptional-B,2000,0,KC
163,441000.0,2014-06-20,2.75,3,1910.0,7280,1.0,Good,Excellent,1979,0,KC
164,420000.0,2014-08-12,2.0,3,2020.0,38332,1.0,Very Good,Excellent,1975,0,KC
165,370000.0,2014-12-08,1.75,3,1580.0,7000,1.0,Good,Excellent,1976,0,KC
166,269950.0,2015-02-19,1.75,2,1340.0,7250,1.0,Excellent,Good Quality,1949,0,KC
167,807100.0,2015-03-24,2.5,4,2680.0,4499,2.0,Good,Exceptional-A,1999,0,KC
168,653000.0,2014-06-05,2.5,3,2680.0,9750,1.0,Very Good,Superior,1979,0,KC
169,371500.0,2014-06-11,2.0,3,1370.0,8336,1.0,Excellent,Excellent,1964,0,KC
170,284000.0,2015-03-16,1.75,3,1560.0,21000,1.0,Good,Excellent,1954,0,KC
171,272000.0,2015-01-02,1.75,3,2160.0,7140,1.0,Very Good,Excellent,1978,0,KC
172,313000.0,2014-05-02,1.5,3,1340.0,7912,1.5,Good,Excellent,1955,0,KC
173,917500.0,2015-01-16,2.5,4,3880.0,35003,2.0,Good,Exceptional-B,1984,0,KC
174,673000.0,2014-09-29,2.25,4,2590.0,8190,2.0,Very Good,Superior,1980,0,KC
175,425000.0,2015-02-10,2.5,3,1120.0,1100,2.0,Good,Superior,2008,0,KC
176,399950.0,2014-07-09,2.75,5,1970.0,5400,1.0,Good,Excellent,1986,0,KC
177,385000.0,2014-05-30,1.0,3,1220.0,4800,1.0,Good,Very Good,1901,0,KC
178,269950.0,2014-11-17,1.5,3,1950.0,7560,1.0,Very Good,Excellent,1975,0,KC
179,330000.0,2015-01-07,1.0,2,1350.0,8220,1.0,Good,Excellent,1949,0,KC
180,260000.0,2014-07-25,2.5,3,1670.0,5797,2.0,Good,Excellent,1988,0,KC
181,470000.0,2015-04-14,3.0,4,2380.0,5125,1.5,Very Good,Excellent,1925,0,KC
182,589000.0,2014-06-13,3.0,4,2440.0,9600,2.0,Excellent,Excellent,1961,0,KC
183,163500.0,2014-07-23,1.5,2,1050.0,3419,2.0,Good,Excellent,1996,0,KC
184,835000.0,2014-09-05,2.75,4,3130.0,13412,2.0,Good,Exceptional-A,1993,0,KC
185,1095000.0,2014-11-21,3.0,5,4090.0,12850,1.0,Very Good,Exceptional-B,1986,0,KC
186,269000.0,2015-04-15,1.75,4,1490.0,10000,1.0,Very Good,Superior,1969,0,KC
187,560000.0,2014-05-05,2.5,3,1900.0,8744,2.0,Good,Superior,1987,0,KC
188,615000.0,2015-04-18,1.0,4,1330.0,2400,1.5,Very Good,Very Good,1901,0,KC
189,585188.0,2014-12-05,2.25,3,2230.0,10026,1.0,Good,Superior,1975,0,KC
190,305000.0,2014-08-18,1.75,3,1650.0,9480,1.0,Good,Excellent,1977,0,KC
191,166950.0,2014-11-05,1.0,3,1190.0,8820,1.0,Good,Very Good,1959,0,KC
192,799000.0,2014-09-12,2.5,3,2140.0,9897,1.0,Very Good,Superior,1959,0,KC
193,400000.0,2014-06-25,2.5,3,2180.0,7508,1.0,Very Good,Excellent,1962,0,KC
194,230000.0,2014-12-01,1.0,3,1060.0,10228,1.0,Good,Excellent,1948,0,KC
195,256883.0,2014-05-15,2.5,3,1690.0,5025,2.0,Good,Superior,2003,0,KC
196,423000.0,2014-11-11,2.0,4,1970.0,6480,1.5,Excellent,Excellent,1920,0,KC
197,465000.0,2014-07-23,2.5,3,2150.0,4084,2.0,Good,Superior,2007,0,KC
198,440000.0,2015-01-13,2.5,3,1910.0,66211,2.0,Good,Excellent,1997,0,KC
199,385000.0,2014-10-14,1.75,3,1350.0,155073,1.0,Very Good,Excellent,1969,0,KC
200,210000.0,2015-03-11,1.0,3,860.0,11725,1.0,Very Good,Very Good,1943,0,KC
201,297000.0,2014-11-12,2.5,3,1940.0,14952,2.0,Good,Superior,1994,0,KC
202,470000.0,2014-07-16,1.0,3,1010.0,5000,1.0,Good,Excellent,1952,0,KC
203,226500.0,2014-08-04,1.5,3,1300.0,7370,1.0,Very Good,Excellent,1976,0,KC
204,274250.0,2015-03-03,1.0,3,910.0,8450,1.0,Very Good,Very Good,1962,0,KC
205,840000.0,2014-08-04,1.75,4,2480.0,11010,1.0,Very Good,Exceptional-A,1966,0,KC
206,677900.0,2014-09-19,2.5,3,2440.0,4587,2.0,Good,Superior,2010,0,KC
207,425000.0,2015-02-05,1.0,3,1010.0,5864,1.0,Good,Excellent,1915,0,KC
208,180250.0,2014-11-23,0.75,2,900.0,9600,1.0,Good,Very Good,1941,0,KC
209,464000.0,2014-07-17,3.0,6,2300.0,3404,2.0,Good,Excellent,1920,1994,KC
210,320000.0,2015-04-22,2.25,4,1550.0,7579,2.0,Good,Superior,1993,0,KC
211,625504.0,2014-07-17,2.25,3,1270.0,1566,2.0,Good,Superior,2014,0,KC
212,592500.0,2014-05-15,2.5,4,2240.0,12032,1.0,Good,Exceptional-A,1983,0,KC
213,465000.0,2015-01-14,2.5,3,2714.0,17936,2.0,Good,Exceptional-A,2005,0,KC
214,477000.0,2014-05-27,2.75,4,1720.0,6270,2.0,Good,Superior,1978,0,KC
215,280000.0,2015-01-15,1.0,2,850.0,16400,1.0,Good,Very Good,1923,0,KC
216,1505000.0,2015-02-21,3.0,5,3300.0,33474,1.0,Good,Exceptional-A,1957,1991,KC
217,445838.0,2014-07-03,2.5,3,2250.0,5692,2.0,Good,Superior,2000,0,KC
218,1072000.0,2014-08-28,2.25,2,3900.0,14864,1.0,Good,Superior,1947,0,KC
219,467000.0,2014-10-23,1.5,2,1320.0,10800,1.0,Very Good,Superior,1947,0,KC
220,686000.0,2014-08-22,2.5,4,2760.0,6440,2.0,Good,Exceptional-B,1999,0,KC
221,279950.0,2014-06-05,2.0,3,1750.0,9750,1.0,Good,Excellent,1961,0,KC
222,527000.0,2014-09-04,2.25,4,2330.0,19436,2.0,Good,Superior,1987,0,KC
223,325000.0,2014-09-18,2.25,3,2220.0,16020,1.0,Very Good,Superior,1966,0,KC
224,328000.0,2014-09-03,2.25,3,2020.0,8379,2.0,Good,Excellent,1994,0,KC
225,390000.0,2014-06-04,2.25,3,1250.0,7500,1.0,Excellent,Excellent,1942,0,KC
226,479950.0,2015-03-09,2.0,2,1510.0,6516,1.0,Good,Superior,2005,0,KC
227,264950.0,2014-05-29,2.25,4,1720.0,9753,1.0,Very Good,Excellent,1978,0,KC
228,235000.0,2015-01-15,1.0,3,1430.0,15246,1.0,Very Good,Excellent,1961,0,KC
229,516500.0,2015-03-03,2.5,3,1480.0,4729,2.0,Good,Excellent,2004,0,KC
230,655000.0,2015-04-13,1.75,2,1450.0,15798,2.0,Good,Excellent,1915,1978,KC
231,500000.0,2014-06-16,2.75,4,2280.0,15347,1.0,Excellent,Excellent,1960,0,KC
232,315000.0,2014-11-21,2.75,6,2940.0,7350,1.0,Good,Superior,1978,0,KC
233,213000.0,2014-11-20,1.0,2,1000.0,10200,1.0,Good,Very Good,1961,0,KC
234,475000.0,2014-09-02,1.5,3,2480.0,5280,1.5,Excellent,Excellent,1947,0,KC
235,1025000.0,2014-06-10,4.0,5,3760.0,28040,2.0,Good,Exceptional-B,1983,0,KC
236,416000.0,2015-04-09,2.0,3,2220.0,94300,1.0,Excellent,Excellent,1976,0,KC
237,410000.0,2015-03-20,1.0,4,1970.0,4740,1.5,Good,Excellent,1904,2005,KC
238,800000.0,2014-07-01,3.5,3,3830.0,221284,2.0,Good,Exceptional-B,1993,0,KC
239,472000.0,2014-05-29,2.5,6,4410.0,14034,1.0,Very Good,Exceptional-A,1965,0,KC
240,225000.0,2014-12-08,1.75,3,1430.0,8505,1.0,Very Good,Excellent,1968,0,KC
241,210000.0,2014-10-01,1.0,2,830.0,6000,1.0,Good,Very Good,1940,0,KC
242,455000.0,2015-01-27,1.0,2,1430.0,5000,1.5,Average,Excellent,1925,0,KC
243,225000.0,2015-04-27,1.0,3,1300.0,8316,1.0,Very Good,Very Good,1954,0,KC
244,480000.0,2014-08-26,1.0,2,1030.0,3060,1.0,Very Good,Excellent,1918,0,KC
245,363000.0,2015-02-12,2.5,3,2740.0,11872,2.0,Good,Exceptional-A,1990,0,KC
246,2400000.0,2014-09-29,2.5,4,3650.0,8354,1.0,Good,Exceptional-A,2000,0,KC
247,181000.0,2015-02-26,1.5,2,720.0,5120,1.0,Good,Very Good,1954,0,KC
248,250000.0,2015-03-14,2.0,4,2010.0,7312,1.0,Very Good,Excellent,1976,0,KC
249,481000.0,2015-04-22,1.75,3,1560.0,3000,1.0,Very Good,Very Good,1918,0,KC
250,260000.0,2014-09-23,2.0,3,1810.0,7209,1.0,Very Good,Excellent,1978,0,KC
251,455000.0,2014-05-13,2.5,4,3360.0,7685,2.0,Good,Exceptional-A,2001,0,KC
252,415000.0,2015-04-01,2.25,3,1510.0,36224,2.0,Good,Superior,1991,0,KC
253,349500.0,2015-04-21,1.0,3,1400.0,3538,1.0,Good,Excellent,1953,0,KC
254,245000.0,2014-09-29,2.5,3,1730.0,7442,2.0,Good,Excellent,1987,0,KC
255,592500.0,2014-05-19,2.0,2,1420.0,9191,1.5,Excellent,Excellent,1928,0,KC
256,385000.0,2014-10-20,1.75,4,2360.0,7620,1.0,Very Good,Excellent,1955,0,KC
257,315000.0,2015-02-11,1.75,3,1580.0,11455,1.0,Very Good,Excellent,1974,0,KC
258,255000.0,2014-11-24,1.0,3,1230.0,10170,1.0,Good,Excellent,1979,0,KC
259,693000.0,2014-08-29,2.5,4,2460.0,4425,2.0,Good,Superior,2006,0,KC
260,780000.0,2014-12-02,1.0,3,1660.0,4400,1.5,Good,Superior,1911,0,KC
261,237000.0,2014-10-24,1.75,3,1270.0,8470,1.0,Very Good,Excellent,1960,0,KC
262,525000.0,2014-12-16,2.25,3,2100.0,40510,2.0,Good,Exceptional-B,1979,0,KC
263,425000.0,2015-04-28,1.0,2,770.0,5040,1.0,Good,Good Quality,1930,0,KC
264,369900.0,2014-10-27,0.75,1,760.0,10079,1.0,Excellent,Good Quality,1936,0,KC
265,290000.0,2014-05-19,2.5,4,1700.0,7280,2.0,Very Good,Excellent,1988,0,KC
266,285000.0,2014-09-29,1.0,3,1120.0,10701,1.0,Good,Excellent,1954,0,KC
267,415000.0,2014-08-14,1.0,2,1070.0,4500,1.0,Good,Excellent,1937,0,KC
268,272500.0,2015-04-09,2.5,3,2070.0,9900,1.0,Good,Superior,1979,0,KC
269,2900000.0,2015-05-04,3.25,4,5050.0,20100,1.5,Good,Exceptional-C,1982,2008,KC
270,1365000.0,2014-10-07,4.75,4,5310.0,57346,2.0,Very Good,Exceptional-C,1989,0,KC
271,436000.0,2015-05-01,1.0,2,1040.0,7538,1.0,Very Good,Excellent,1939,0,KC
272,210000.0,2014-10-17,1.0,3,1700.0,11390,1.0,Very Good,Excellent,1967,0,KC
273,236000.0,2014-09-25,1.0,3,1300.0,5898,1.0,Good,Excellent,1961,0,KC
274,331000.0,2014-11-24,1.75,3,1080.0,1306,1.0,Good,Excellent,1954,2003,KC
275,365000.0,2015-03-20,2.5,3,2653.0,4510,2.0,Good,Superior,2006,0,KC
276,450000.0,2015-01-27,2.0,3,2290.0,16258,1.0,Excellent,Superior,1960,0,KC
277,770000.0,2014-11-13,2.75,4,3820.0,26300,2.0,Good,Exceptional-A,2014,0,KC
278,455000.0,2015-05-05,2.5,4,2210.0,49375,1.0,Good,Superior,1997,0,KC
279,405000.0,2015-05-05,1.75,3,2390.0,6000,1.0,Good,Very Good,1908,0,KC
280,304900.0,2014-07-03,1.75,4,2600.0,11325,1.0,Very Good,Excellent,1969,0,KC
281,170000.0,2015-02-27,1.0,2,860.0,5265,1.0,Good,Very Good,1931,0,KC
282,2050000.0,2015-05-13,3.0,5,3830.0,8480,2.0,Excellent,Exceptional-A,1905,1994,KC
